site,log_diam,GTR,GTR_age,forest_age,Ambl_serp,Ambl_subt,Barb_barb,Barb_hatc,Blep_tric,Braa_velu,Brau_eryt,Brau_sale,Bryu_mora,Call_cusp,Caly_inte,Camp_chrys,Camp_somm,Cera_purp,Clim_dend,Dicr_fusc,Dicr_mont,Dicr_poly,Dicr_scop,Eurh_pulc,Fiss_osmu,Hete_dimo,Homa_tric,Hylo_splen,Hypn_ando,Hypn_cupr,Hypn_pall,Isop_pulc,Lopc_hete,Lopc_mino,Lopz_obtu,Lopz_long,Metz_furc,Mniu_stel,Neck_penn,Orth_gymn,Orth_obtu,Orth__spec,Para_long,Plac_aspl,Plac_pore,Plam_cusp,Plat_curv,Plat_dent,Plat_laet,Pleu_schr,Pohl_nut,Ptid_cili,Ptid_pulc,Ptiu_cris,Pyla_poly,Radu_comp,Rhiz_punc,Rhod_rose,Rhyt_triq,Sani_unci,Sciu_oedi,Sciu_popu,Sciu_refl,Sciu_star
18,3.1860034544369307,0,0,96.,0,0,0,0,0,2.2,8.8,11.,0,0,0,0,0,0,0,0,0,0,15.,0,0,0,0,1050.,0,0,0,0,0,0,0,0,0,0,0,0,0,5.,0,0,0,0,0,0,0,20.,0,0,35.,0,0,0,0,0,0,1030.,0,0,0,0
18,3.3096174104041074,0,0,96.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.04,0,0,70.56,0,0,0,0,373.,0,0,0,6.,6.,0,0,0,0,0,0,0,0,0,0,0,0,151.,16.,0,0,0.5,0,0,52.,0,0,0,0,0,0,687.2,0,0,64.,0
18,2.7470904122612265,0,0,96.,0,0,0,0,0,0.5,0,7.,0,0,0,0,15.,0,0,0,0,0,7.,0,0,0,0,625.,0,0,0,0,2.,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,65.,0,85.8,0,0,0,0,138.20000000000002,0,0,36.,0
18,2.9328075580563193,0,0,96.,18.,0,0,0,0,77.,0,0,0,0,0,0,2.,0,0,0,0,0,89.,0,0,0,0,1067.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.,0,15.,84.,0,0,0,0,0,0,60.,0,0,0,0
24,3.8986952310698464,0,0,175.,0,0,0,0,0,6.,0,931.,0,0,0,0,0,0,0,0,0,0,270.8,0,0,0,0,1755.,0,0,0,0,2.,0,0,0,0,0,8.,0,0,4.,0,0,0,0,0,0,0,378.,0,0,217.,0,0,1168.,0,0,0,3211.,627.,0,1027.5,0
24,3.8320038565711743,0,0,175.,91.8,0,0,0,8.,0,0,0,0,0,0,0,0,0,0,307.2,27.,0,58.8,0,0,0,0,56.,0,0.5,0,0,0,0,0,3.,0,0,0,0,0,0.5,0,0,0,240.,0,0,4.,16.,0,0,530.,0,2.,0,0,0,0,0,271.6,0,1692.6,0.5
24,4.014325413365129,0,0,175.,331.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.2,0,0,0,0,2600.,0,38.,0,0,3.,0,0,51.,0,0,0,0,0,0,0,0,0,888.,0,0,36.6,392.,0,0,204.,0,29.,5.,0,0,0,60.,116.,0,548.15,0
24,3.518709208262667,0,0,175.,0,0,0,0,0.5,174.,0,8.2,0,0,0,0,0,0,0,0,0,0,96.,0,0,0,0,956.,0,529.6,0,0,0,0,0,2.7,0,27.,0,0,0,0,0,0,10.,0,0,75.,0,4.,0,0,324.,0,0,0,0,0,17.,33.,25.1,0,49.7,0
24,4.30200748581691,0,0,175.,59.4,0,0,0,0,216.,0,28.9,0,0,0,0,0,0,0,6.,6.,0,1848.,95.9,0,0,0,3.,0,7.2,0.5,0,3.,0,0,0,0,0,0,0,0,0,0,0,0,191.,0,0,3.,22.,0,6.,1766.8,0,52.,806.,0,0,0,841.5,346.,0,0,0.5
24,4.168476093192387,0,0,175.,0,0,0,0,0,787.68,0,280.,0,0,0,0,0,0,0,0,0,0,960.,0,0,0,0,250.,0,115.5,0,0,0.5,0,0,0,0,0,0,0,0,3.,0,0,0,33.,0,0,0,8.,0,0,0,0,506.,1500.,0,0,5.,381.5,654.5,0,0,0
24,4.102294186311086,0,0,175.,0,0,0,0,0,1937.6,4.48,121.8,0,0,0,0,0,0,0,4.,0,0,36.,0,0,0,0,904.,0,356.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.,0,0,0.5,0,0,0,531.,0,0,599.4,0,0,0,26.2,85.12,0,0,52.4
23,3.0141531975102716,0,0,127.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.,1.,0,37.,0,0,0,0,912.,0,0,0,0,16.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,1.6,60.,0,0,410.,0,0,0,0,0,0,38.4,5.4,0,10.,0
23,2.8806218048857493,0,0,127.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.,0,29.,0,0,314.1,0,264.,0,0,0,0,1.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.,0,0,0,407.4,0,0,78.,0,0,0,50.,4.9,0,0,0
23,3.518709208262667,0,0,127.,0,0,0,0,0,32.7,0,16.6,0,0,0,0,0,0,0,0,0,0,4.,0,0,0,0,2020.,0,0,0,0,6.,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,568.8000000000001,0,0,0,0,0,0,12.,0,0,7.7,0
23,3.261989361414853,0,0,127.,0,0,0,0,0,0,0,195.6,0,0,0,0,0,0,0,7.5,0,0,26.5,0,0,0,0,108.,0,0,0,0,21.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5.,15.,0,0,340.2,0,0,0,0,0,0,5.,99.6,0,0,0
23,2.9496146763727005,0,0,127.,0,0,0,0,0,2.8,0,5.6,0,0,0,0,0,0,0,0,2.4,0,1.6,0,0,0,0,1184.,0,0,0,0,1.,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3.8,25.,0,0,129.76,0,0,0,0,0,0,151.8,20.3,0,0.7,0
23,3.117949991191915,0,0,127.,0,0,0,0,0,0,0,649.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.,0,0,0,0,0,0,0,0,2.,0,0,0,25.,0,0,0,0,0,0,0,0,45.,0,0,0,0,65.,0,0,1106.,0
23,2.767293119578746,0,0,127.,0,0,0,0,0,0,0,1371.5,0,0,0,0,0,0,0,0,0,0,5.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.,0,8.,0,0,0,7.,0,0,0,186.,0,151.20000000000002,0,0,544.,0
23,2.6839115106396947,0,0,127.,0,0,0,0,0,0,44.,2.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.,0,0,0,0,176.,0,0,0,0
17,3.7228045646061823,0,0,106.,0,0,0,0,0,0,0,523.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775.,0,0,0,56.,1.,0,0,0,0,0,0,0,9.,1.,0,0,0,0,0,0,0,0,0,0,0,0,554.,0,0,0,0,494.4,0,0,0,0
17,2.806513832732027,0,0,106.,0,0,0,0,0,0,0,289.8,0,0,0,0,0,0,0,0,0,0,15.,0,0,0,0,600.,0,0,0,0,0,0,0,0,0,0,0,0,2.,2.,0,0,0,0,0,0,0,114.,0,0,6.,0,10.,0,0,0,0,83.,47.,0,172.2,0
17,3.892222716564229,0,0,106.,320.5,0,0,0,0,0,0,2004.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.,0,0,0,0,0,0,0,0,0,0,0,0,0,2.,0,0,0,0,0,0,0,0,0,0,0,0,4680.,36.,0,0,0,780.,0,586.4,1301.,0
17,2.915713124697019,0,0,106.,0,0,0,0,0,0,0,382.,0,0,0,0,0,0,0,0,0,0,55.,0,0,0,0,1410.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.,0,0,5.,0,0,0,0,0,0,1966.9,0,0,0,0
17,3.145729555298991,0,0,106.,0,0,0,0,0,0,0,52.4,0,0,0,0,5.8,0,0,0,0,75.,0,0,0,0,0,795.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.,0,0,0,0,0,0,0,0,0,1171.2,0.5,0,11.8,0
17,3.2372967488244817,0,0,106.,15.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.,0,0,5.,0,0,0,0,0,0,0,0,6.,1.,0,0,490.,0,0,84.,168.,0,0,80.,0,7.,27.5,0,0,0,139.20000000000002,237.6,0,109.2,97.2
17,3.4899991023802355,0,0,106.,0,0,0,0,0,0,0,35.,0,0,0,0,0,0,0,0,0,0,12.,0,0,0,0,3798.,0,0,0,0,0,0,0,0,0,0,0,0,0,6.,0,0,0,714.,0,0,0,0,0,0,0,0,10.,69.,0,0,208.,1574.,8.,0,21.,0
17,3.5737689854456947,0,0,106.,0,0,0,0,0,168.,1008.,0,0,0,0,0,655.32,0,0,0,0,0,16.,0,0,0,0,6.,0,0,0,0,0,0,0,0,0,0,0,0,0,17.,0,0,0,0,0,0,0,25.,0,0,239.2,0,18.,0,0,0,0,1732.,84.,0,168.,0
17,2.639459748068861,0,0,106.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.,0,0,0,0,0,0,0,100.,0,0,279.2,0,0,0,0,0,0,514.,24.,0,12.,0
17,2.806513832732027,0,0,106.,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,420.,0,0,0,0,3.,0,0,0,0,0,0,0,156.,1.,0,0,0,104.,0,0,0,42.,0,0,0,0,0,0,0,0,0,121.5,2.7,0,15.,0
